nombre,empresa,email,telefono,instagram,linkedin,ciudad,pais,nicho,vertical,url,fuente,fecha,status
,ORAL CONCEPT INVISALIGN,,313 7662008,https://www.instagram.com/teepublic/,,Medellin,Colombia,odontologos,empresas,https://oralconcept.co/home/oral-concept,google_maps,2026-04-28,pendiente
,Dr. Mauricio Arias - Odontólogo Experto en Medellín English Dentist,info@mauricioariasexperience.com,304 6705124,https://www.instagram.com/mauricioariasexperience/,,Medellin,Colombia,odontologos,empresas,https://mauricioariasexperience.com/,google_maps,2026-04-28,pendiente
,DentiOral - Sede Belén,info@dentioral.com,(604) 4448911,https://www.instagram.com/dentioral/,,Medellin,Colombia,odontologos,empresas,https://www.dentioral.com/,google_maps,2026-04-28,pendiente
,Sanadent Odontólogos - La Mejor Clínica Dental en Medellín,,(604) 4486126,,,Medellin,Colombia,odontologos,empresas,http://www.sanadentodontologos.com.co/,google_maps,2026-04-28,pendiente
,Odontologos en Medellin,info@odontologoenmedellin.com,305 2581651,,,Medellin,Colombia,odontologos,empresas,https://odontologoenmedellin.com/,google_maps,2026-04-28,pendiente
,Trébol Odontología Especializada Medellín,,318 8297858,,,Medellin,Colombia,odontologos,empresas,https://trebolodontologia.com/,google_maps,2026-04-28,pendiente
,Odontólogos y Especialistas,,44112100,,,Medellin,Colombia,odontologos,empresas,,google_maps,2026-04-28,pendiente
,Clínica Dental Home,info@clinicadentalhome.net,310 4194654,https://www.instagram.com/dentalhome/,,Medellin,Colombia,odontologos,empresas,https://clinicadentalhome.com/?utm_source=google&utm_medium=organic&utm_campaign=google-business&utm_id=google-business&utm_term=google-business-unicentro,google_maps,2026-04-28,pendiente
,Odontoespecialistas,gerencia@odontoespecialistas.com,313 7591236,https://instagram.com/odontoespecialistas,,Medellin,Colombia,odontologos,empresas,http://www.odontoespecialistas.com/,google_maps,2026-04-28,pendiente
,Sánchez Rendón (S&R) odontólogos especialistas,,319 6184755,,,Medellin,Colombia,odontologos,empresas,,google_maps,2026-04-28,pendiente
,Infinity Smile,,323 4650026,https://www.instagram.com/infinitysmile_co/,,Medellin,Colombia,odontologos,empresas,https://infinitysmile.com.co/,google_maps,2026-04-28,pendiente
,ORAL MAS ESPECIALISTAS,,312 2563272,https://www.instagram.com/oralmas/,,Medellin,Colombia,odontologos,empresas,https://oralmas.com/,google_maps,2026-04-28,pendiente
,Orthodontics Medellín,,314 2145728,,,Medellin,Colombia,odontologos,empresas,,google_maps,2026-04-28,pendiente
,Dental Expertos,,300 8938020,,,Medellin,Colombia,odontologos,empresas,https://www.instagram.com/dentalexpertos,google_maps,2026-04-28,pendiente
,Odontología de Paola Alvarez,paoka57@hotmail.com,300 5551614,https://www.google.com/url?q=https%3A%2F%2Fwww.instagram.com%2Fpaolaendodoncia%2F%23&sa=D&sntz=1&usg=AOvVaw3oeuuQw129kcwjMKHg_QJz,,Medellin,Colombia,odontologos,empresas,https://sites.google.com/view/odontologiapaolaalvarez/inicio,google_maps,2026-04-28,pendiente
,Odontología Doctora Camila Londoño,,310 2481468,//www.instagram.com/dracamilalondono,,Medellin,Colombia,odontologos,empresas,https://www.doctoralia.co/camila-londono-galeano/odontologo/medellin,google_maps,2026-04-28,pendiente
,Naturaldent,,311 5410224,/accounts/meta_verified/?entrypoint=web_footer&next=https%3A%2F%2Fwww.instagram.com%2Fnaturaldento%3Futm_source%3Dqr%26igsh%3DMW9nb3RqZWh4NnRyOQ%253D%253D%252Fabout,,Medellin,Colombia,odontologos,empresas,https://www.instagram.com/naturaldento?utm_source=qr&igsh=MW9nb3RqZWh4NnRyOQ==,google_maps,2026-04-28,pendiente
,Dentioral - Sede Poblado,info@dentioral.com,(604) 4448911,https://www.instagram.com/dentioral/,,Medellin,Colombia,odontologos,empresas,https://dentioral.com/,google_maps,2026-04-28,pendiente
,Doctor Sebastian Sierra,,310 4109194,https://www.instagram.com/doctorsebastiansierra/?hl=es,,Medellin,Colombia,odontologos,empresas,https://doctorsebastiansierra.com/,google_maps,2026-04-28,pendiente
,Consultorio odontologico la 73,odontologosla73@gmail.com,318 7501226,https://www.instagram.com/odontologosla73/,,Medellin,Colombia,odontologos,empresas,http://www.odontologosla73.com/,google_maps,2026-04-28,pendiente
